name,type_1,type_2,ability_1,ability_1_is_hidden,ability_2,ability_2_is_hidden,ability_3,ability_3_is_hidden,height,weight,stat_hp,stat_attack,stat_defense,stat_spattack,stat_spdef,stat_speed,sprite
shroomish,grass,,effect-spore,False,poison-heal,False,quick-feet,True,4,45,60,40,60,40,60,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png"
breloom,grass,fighting,effect-spore,False,poison-heal,False,technician,True,12,392,60,130,80,60,60,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png"
slakoth,normal,,truant,False,,,,,8,240,60,60,60,35,35,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png"
vigoroth,normal,,vital-spirit,False,,,,,14,465,80,80,80,55,55,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png"
slaking,normal,,truant,False,,,,,20,1305,150,160,100,95,65,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png"
nincada,bug,ground,compound-eyes,False,run-away,True,,,5,55,31,45,90,30,30,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png"
ninjask,bug,flying,speed-boost,False,infiltrator,True,,,8,120,61,90,45,50,50,160,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png"
shedinja,bug,ghost,wonder-guard,False,,,,,8,12,1,90,45,30,30,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png"
whismur,normal,,soundproof,False,rattled,True,,,6,163,64,51,23,51,23,28,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png"
loudred,normal,,soundproof,False,scrappy,True,,,10,405,84,71,43,71,43,48,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png"
exploud,normal,,soundproof,False,scrappy,True,,,15,840,104,91,63,91,73,68,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png"
makuhita,fighting,,thick-fat,False,guts,False,sheer-force,True,10,864,72,60,30,20,30,25,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png"
hariyama,fighting,,thick-fat,False,guts,False,sheer-force,True,23,2538,144,120,60,40,60,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png"
azurill,normal,fairy,thick-fat,False,huge-power,False,sap-sipper,True,2,20,50,20,40,20,40,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png"
nosepass,rock,,sturdy,False,magnet-pull,False,sand-force,True,10,970,30,45,135,45,90,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png"
skitty,normal,,cute-charm,False,normalize,False,wonder-skin,True,6,110,50,45,45,35,35,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png"
delcatty,normal,,cute-charm,False,normalize,False,wonder-skin,True,11,326,70,65,65,55,55,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png"
sableye,dark,ghost,keen-eye,False,stall,False,prankster,True,5,110,50,75,75,65,65,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png"
mawile,steel,fairy,hyper-cutter,False,intimidate,False,sheer-force,True,6,115,50,85,85,55,55,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png"
aron,steel,rock,sturdy,False,rock-head,False,heavy-metal,True,4,600,50,70,100,40,40,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png"
lairon,steel,rock,sturdy,False,rock-head,False,heavy-metal,True,9,1200,60,90,140,50,50,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png"
aggron,steel,rock,sturdy,False,rock-head,False,heavy-metal,True,21,3600,70,110,180,60,60,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png"
meditite,fighting,psychic,pure-power,False,telepathy,True,,,6,112,30,40,55,40,55,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png"
medicham,fighting,psychic,pure-power,False,telepathy,True,,,13,315,60,60,75,60,75,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png"
electrike,electric,,static,False,lightning-rod,False,minus,True,6,152,40,45,40,65,40,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png"
manectric,electric,,static,False,lightning-rod,False,minus,True,15,402,70,75,60,105,60,105,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png"
plusle,electric,,plus,False,lightning-rod,True,,,4,42,60,50,40,85,75,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png"
minun,electric,,minus,False,volt-absorb,True,,,4,42,60,40,50,75,85,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png"
volbeat,bug,,illuminate,False,swarm,False,prankster,True,7,177,65,73,75,47,85,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png"
illumise,bug,,oblivious,False,tinted-lens,False,prankster,True,6,177,65,47,75,73,85,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png"
roselia,grass,poison,natural-cure,False,poison-point,False,leaf-guard,True,3,20,50,60,45,100,80,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png"
gulpin,poison,,liquid-ooze,False,sticky-hold,False,gluttony,True,4,103,70,43,53,43,53,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png"
swalot,poison,,liquid-ooze,False,sticky-hold,False,gluttony,True,17,800,100,73,83,73,83,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png"
carvanha,water,dark,rough-skin,False,speed-boost,True,,,8,208,45,90,20,65,20,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png"
sharpedo,water,dark,rough-skin,False,speed-boost,True,,,18,888,70,120,40,95,40,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png"
wailmer,water,,water-veil,False,oblivious,False,pressure,True,20,1300,130,70,35,70,35,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png"
wailord,water,,water-veil,False,oblivious,False,pressure,True,145,3980,170,90,45,90,45,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png"
numel,fire,ground,oblivious,False,simple,False,own-tempo,True,7,240,60,60,40,65,45,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png"
camerupt,fire,ground,magma-armor,False,solid-rock,False,anger-point,True,19,2200,70,100,70,105,75,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png"
torkoal,fire,,white-smoke,False,drought,False,shell-armor,True,5,804,70,85,140,85,70,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png"
spoink,psychic,,thick-fat,False,own-tempo,False,gluttony,True,7,306,60,25,35,70,80,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png"
grumpig,psychic,,thick-fat,False,own-tempo,False,gluttony,True,9,715,80,45,65,90,110,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png"
spinda,normal,,own-tempo,False,tangled-feet,False,contrary,True,11,50,60,60,60,60,60,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png"
trapinch,ground,,hyper-cutter,False,arena-trap,False,sheer-force,True,7,150,45,100,45,45,45,10,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png"
vibrava,ground,dragon,levitate,False,,,,,11,153,50,70,50,50,50,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png"
flygon,ground,dragon,levitate,False,,,,,20,820,80,100,80,80,80,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png"
cacnea,grass,,sand-veil,False,water-absorb,True,,,4,513,50,85,40,85,40,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png"
cacturne,grass,dark,sand-veil,False,water-absorb,True,,,13,774,70,115,60,115,60,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png"
swablu,normal,flying,natural-cure,False,cloud-nine,True,,,4,12,45,40,60,40,75,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png"
altaria,dragon,flying,natural-cure,False,cloud-nine,True,,,11,206,75,70,90,70,105,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png"
zangoose,normal,,immunity,False,toxic-boost,True,,,13,403,73,115,60,60,60,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png"
seviper,poison,,shed-skin,False,infiltrator,True,,,27,525,73,100,60,100,60,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png"
lunatone,rock,psychic,levitate,False,,,,,10,1680,90,55,65,95,85,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png"
solrock,rock,psychic,levitate,False,,,,,12,1540,90,95,85,55,65,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png"
barboach,water,ground,oblivious,False,anticipation,False,hydration,True,4,19,50,48,43,46,41,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png"
whiscash,water,ground,oblivious,False,anticipation,False,hydration,True,9,236,110,78,73,76,71,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png"
corphish,water,,hyper-cutter,False,shell-armor,False,adaptability,True,6,115,43,80,65,50,35,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png"
crawdaunt,water,dark,hyper-cutter,False,shell-armor,False,adaptability,True,11,328,63,120,85,90,55,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png"
baltoy,ground,psychic,levitate,False,,,,,5,215,40,40,55,40,70,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png"
claydol,ground,psychic,levitate,False,,,,,15,1080,60,70,105,70,120,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png"
lileep,rock,grass,suction-cups,False,storm-drain,True,,,10,238,66,41,77,61,87,23,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png"
cradily,rock,grass,suction-cups,False,storm-drain,True,,,15,604,86,81,97,81,107,43,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png"
anorith,rock,bug,battle-armor,False,swift-swim,True,,,7,125,45,95,50,40,50,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png"
armaldo,rock,bug,battle-armor,False,swift-swim,True,,,15,682,75,125,100,70,80,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png"
feebas,water,,swift-swim,False,oblivious,False,adaptability,True,6,74,20,15,20,10,55,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png"
milotic,water,,marvel-scale,False,competitive,False,cute-charm,True,62,1620,95,60,79,100,125,81,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png"
castform,normal,,forecast,False,,,,,3,8,70,70,70,70,70,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png"
kecleon,normal,,color-change,False,protean,True,,,10,220,60,90,70,60,120,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png"
shuppet,ghost,,insomnia,False,frisk,False,cursed-body,True,6,23,44,75,35,63,33,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png"
banette,ghost,,insomnia,False,frisk,False,cursed-body,True,11,125,64,115,65,83,63,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png"
duskull,ghost,,levitate,False,frisk,True,,,8,150,20,40,90,30,90,25,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png"
dusclops,ghost,,pressure,False,frisk,True,,,16,306,40,70,130,60,130,25,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png"
tropius,grass,flying,chlorophyll,False,solar-power,False,harvest,True,20,1000,99,68,83,72,87,51,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png"
chimecho,psychic,,levitate,False,,,,,6,10,75,50,80,95,90,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png"
absol,dark,,pressure,False,super-luck,False,justified,True,12,470,65,130,60,75,60,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png"
wynaut,psychic,,shadow-tag,False,telepathy,True,,,6,140,95,23,48,23,48,23,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png"
snorunt,ice,,inner-focus,False,ice-body,False,moody,True,7,168,50,50,50,50,50,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png"
glalie,ice,,inner-focus,False,ice-body,False,moody,True,15,2565,80,80,80,80,80,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png"
spheal,ice,water,thick-fat,False,ice-body,False,oblivious,True,8,395,70,40,50,55,50,25,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png"
sealeo,ice,water,thick-fat,False,ice-body,False,oblivious,True,11,876,90,60,70,75,70,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png"
walrein,ice,water,thick-fat,False,ice-body,False,oblivious,True,14,1506,110,80,90,95,90,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png"
clamperl,water,,shell-armor,False,rattled,True,,,4,525,35,64,85,74,55,32,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png"
huntail,water,,swift-swim,False,water-veil,True,,,17,270,55,104,105,94,75,52,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png"
gorebyss,water,,swift-swim,False,hydration,True,,,18,226,55,84,105,114,75,52,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png"
relicanth,water,rock,swift-swim,False,rock-head,False,sturdy,True,10,234,100,90,130,45,65,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png"
luvdisc,water,,swift-swim,False,hydration,True,,,6,87,43,30,55,40,65,97,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png"
bagon,dragon,,rock-head,False,sheer-force,True,,,6,421,45,75,60,40,30,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png"
shelgon,dragon,,rock-head,False,overcoat,True,,,11,1105,65,95,100,60,50,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png"
salamence,dragon,flying,intimidate,False,moxie,True,,,15,1026,95,135,80,110,80,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png"
beldum,steel,psychic,clear-body,False,light-metal,True,,,6,952,40,55,80,35,60,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png"
metang,steel,psychic,clear-body,False,light-metal,True,,,12,2025,60,75,100,55,80,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png"
metagross,steel,psychic,clear-body,False,light-metal,True,,,16,5500,80,135,130,95,90,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png"
regirock,rock,,clear-body,False,sturdy,True,,,17,2300,80,100,200,50,100,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png"
regice,ice,,clear-body,False,ice-body,True,,,18,1750,80,50,100,100,200,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png"
registeel,steel,,clear-body,False,light-metal,True,,,19,2050,80,75,150,75,150,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png"
latias,dragon,psychic,levitate,False,,,,,14,400,80,80,90,110,130,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png"
latios,dragon,psychic,levitate,False,,,,,20,600,80,90,80,130,110,110,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png"
kyogre,water,,drizzle,False,,,,,45,3520,100,100,90,150,140,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png"
groudon,ground,,drought,False,,,,,35,9500,100,150,140,100,90,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png"
rayquaza,dragon,flying,air-lock,False,,,,,70,2065,105,150,90,150,90,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png"
jirachi,steel,psychic,serene-grace,False,,,,,3,11,100,100,100,100,100,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png"
deoxys-normal,psychic,,pressure,False,,,,,17,608,50,150,50,150,50,150,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png"
turtwig,grass,,overgrow,False,shell-armor,True,,,4,102,55,68,64,45,55,31,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png"
grotle,grass,,overgrow,False,shell-armor,True,,,11,970,75,89,85,55,65,36,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png"
torterra,grass,ground,overgrow,False,shell-armor,True,,,22,3100,95,109,105,75,85,56,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png"
chimchar,fire,,blaze,False,iron-fist,True,,,5,62,44,58,44,58,44,61,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png"
monferno,fire,fighting,blaze,False,iron-fist,True,,,9,220,64,78,52,78,52,81,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png"
infernape,fire,fighting,blaze,False,iron-fist,True,,,12,550,76,104,71,104,71,108,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png"
piplup,water,,torrent,False,competitive,True,,,4,52,53,51,53,61,56,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png"
prinplup,water,,torrent,False,competitive,True,,,8,230,64,66,68,81,76,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png"
empoleon,water,steel,torrent,False,competitive,True,,,17,845,84,86,88,111,101,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png"
starly,normal,flying,keen-eye,False,reckless,True,,,3,20,40,55,30,30,30,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png"
staravia,normal,flying,intimidate,False,reckless,True,,,6,155,55,75,50,40,40,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png"
staraptor,normal,flying,intimidate,False,reckless,True,,,12,249,85,120,70,50,60,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png"
bidoof,normal,,simple,False,unaware,False,moody,True,5,200,59,45,40,35,40,31,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png"
bibarel,normal,water,simple,False,unaware,False,moody,True,10,315,79,85,60,55,60,71,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png"
kricketot,bug,,shed-skin,False,run-away,True,,,3,22,37,25,41,25,41,25,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png"
kricketune,bug,,swarm,False,technician,True,,,10,255,77,85,51,55,51,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png"
shinx,electric,,rivalry,False,intimidate,False,guts,True,5,95,45,65,34,40,34,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png"
luxio,electric,,rivalry,False,intimidate,False,guts,True,9,305,60,85,49,60,49,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png"
luxray,electric,,rivalry,False,intimidate,False,guts,True,14,420,80,120,79,95,79,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png"
budew,grass,poison,natural-cure,False,poison-point,False,leaf-guard,True,2,12,40,30,35,50,70,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png"
roserade,grass,poison,natural-cure,False,poison-point,False,technician,True,9,145,60,70,65,125,105,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png"
cranidos,rock,,mold-breaker,False,sheer-force,True,,,9,315,67,125,40,30,30,58,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png"
rampardos,rock,,mold-breaker,False,sheer-force,True,,,16,1025,97,165,60,65,50,58,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png"
shieldon,rock,steel,sturdy,False,soundproof,True,,,5,570,30,42,118,42,88,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png"
bastiodon,rock,steel,sturdy,False,soundproof,True,,,13,1495,60,52,168,47,138,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png"
burmy,bug,,shed-skin,False,overcoat,True,,,2,34,40,29,45,29,45,36,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png"
wormadam-plant,bug,grass,anticipation,False,overcoat,True,,,5,65,60,59,85,79,105,36,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png"
mothim,bug,flying,swarm,False,tinted-lens,True,,,9,233,70,94,50,94,50,66,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png"
combee,bug,flying,honey-gather,False,hustle,True,,,3,55,30,30,42,30,42,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png"
vespiquen,bug,flying,pressure,False,unnerve,True,,,12,385,70,80,102,80,102,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png"
pachirisu,electric,,run-away,False,pickup,False,volt-absorb,True,4,39,60,45,70,45,90,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png"
buizel,water,,swift-swim,False,water-veil,True,,,7,295,55,65,35,60,30,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png"
floatzel,water,,swift-swim,False,water-veil,True,,,11,335,85,105,55,85,50,115,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png"
cherubi,grass,,chlorophyll,False,,,,,4,33,45,35,45,62,53,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png"
cherrim,grass,,flower-gift,False,,,,,5,93,70,60,70,87,78,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png"
shellos,water,,sticky-hold,False,storm-drain,False,sand-force,True,3,63,76,48,48,57,62,34,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png"
gastrodon,water,ground,sticky-hold,False,storm-drain,False,sand-force,True,9,299,111,83,68,92,82,39,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png"
ambipom,normal,,technician,False,pickup,False,skill-link,True,12,203,75,100,66,60,66,115,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png"
drifloon,ghost,flying,aftermath,False,unburden,False,flare-boost,True,4,12,90,50,34,60,44,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png"
drifblim,ghost,flying,aftermath,False,unburden,False,flare-boost,True,12,150,150,80,44,90,54,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png"
buneary,normal,,run-away,False,klutz,False,limber,True,4,55,55,66,44,44,56,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png"
lopunny,normal,,cute-charm,False,klutz,False,limber,True,12,333,65,76,84,54,96,105,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png"
mismagius,ghost,,levitate,False,,,,,9,44,60,60,60,105,105,105,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png"
honchkrow,dark,flying,insomnia,False,super-luck,False,moxie,True,9,273,100,125,52,105,52,71,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png"
glameow,normal,,limber,False,own-tempo,False,keen-eye,True,5,39,49,55,42,42,37,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png"
purugly,normal,,thick-fat,False,own-tempo,False,defiant,True,10,438,71,82,64,64,59,112,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png"
chingling,psychic,,levitate,False,,,,,2,6,45,30,50,65,50,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png"
stunky,poison,dark,stench,False,aftermath,False,keen-eye,True,4,192,63,63,47,41,41,74,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png"
skuntank,poison,dark,stench,False,aftermath,False,keen-eye,True,10,380,103,93,67,71,61,84,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png"
bronzor,steel,psychic,levitate,False,heatproof,False,heavy-metal,True,5,605,57,24,86,24,86,23,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png"
bronzong,steel,psychic,levitate,False,heatproof,False,heavy-metal,True,13,1870,67,89,116,79,116,33,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png"
bonsly,rock,,sturdy,False,rock-head,False,rattled,True,5,150,50,80,95,10,45,10,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png"
mime-jr,psychic,fairy,soundproof,False,filter,False,technician,True,6,130,20,25,45,70,90,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png"
happiny,normal,,natural-cure,False,serene-grace,False,friend-guard,True,6,244,100,5,5,15,65,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png"
chatot,normal,flying,keen-eye,False,tangled-feet,False,big-pecks,True,5,19,76,65,45,92,42,91,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png"
spiritomb,ghost,dark,pressure,False,infiltrator,True,,,10,1080,50,92,108,92,108,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png"
gible,dragon,ground,sand-veil,False,rough-skin,True,,,7,205,58,70,45,40,45,42,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png"
gabite,dragon,ground,sand-veil,False,rough-skin,True,,,14,560,68,90,65,50,55,82,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png"
garchomp,dragon,ground,sand-veil,False,rough-skin,True,,,19,950,108,130,95,80,85,102,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png"
munchlax,normal,,pickup,False,thick-fat,False,gluttony,True,6,1050,135,85,40,40,85,5,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png"
